epoch,train_mse,val_mse
1,0.9435845613479614,3.338135004043579
2,0.6499521136283875,3.422804832458496
3,0.42724889516830444,3.2061097621917725
4,0.2349381148815155,2.749392032623291
5,0.09377267956733704,2.14304256439209
6,0.03766016662120819,1.5708997249603271
7,0.07779300212860107,1.2226099967956543
8,0.13146792352199554,1.0894808769226074
9,0.11931717395782471,1.1162440776824951
10,0.07143048942089081,1.2246829271316528
11,0.030002878978848457,1.380013108253479
12,0.014075014740228653,1.5511161088943481
13,0.02009574882686138,1.693168044090271
14,0.03476150333881378,1.7866753339767456
15,0.04666049778461456,1.8336881399154663
16,0.050651077181100845,1.8399943113327026
17,0.047342073172330856,1.793774127960205
18,0.03693941980600357,1.7122946977615356
19,0.02315450645983219,1.6008086204528809
20,0.009727612137794495,1.4717473983764648
21,0.0017661957535892725,1.345978021621704
22,0.002157517010346055,1.2404828071594238
23,0.008906058967113495,1.164548635482788
24,0.016649868339300156,1.1236357688903809
25,0.020314190536737442,1.1168776750564575
26,0.018161490559577942,1.135541319847107
27,0.01195337064564228,1.1699600219726562
28,0.005270080640912056,1.2113903760910034
29,0.0012596262386068702,1.251274824142456
30,0.0009491002419963479,1.2829047441482544
31,0.00313210510648787,1.3041378259658813
32,0.005741842556744814,1.311501383781433
33,0.007295993156731129,1.3030625581741333
34,0.007294147741049528,1.2788596153259277
35,0.005964243318885565,1.2408537864685059
36,0.003924389369785786,1.1924723386764526
37,0.001975797116756439,1.139336109161377
38,0.0009106607176363468,1.0904362201690674
39,0.0010884626535698771,1.0526033639907837
40,0.002113355090841651,1.0305490493774414
41,0.003097039880231023,1.0259084701538086
42,0.0033242409117519855,1.0371124744415283
43,0.0026685413904488087,1.0600767135620117
44,0.0015164661454036832,1.0894659757614136
45,0.0004755529516842216,1.1199702024459839
46,5.4231262765824795e-05,1.1471614837646484
47,0.0003623287193477154,1.1677963733673096
48,0.0010454411385580897,1.1797387599945068
49,0.001578050316311419,1.1818331480026245
50,0.0016471316339448094,1.1739777326583862
51,0.0012820803094655275,1.1573714017868042
52,0.0007257045363076031,1.1346704959869385
53,0.00026218831771984696,1.1097581386566162
54,9.456991392653435e-05,1.0870195627212524
55,0.00024036411195993423,1.0702946186065674
56,0.0005118281114846468,1.0619443655014038
57,0.0006678791833110154,1.0623537302017212
58,0.0006085514323785901,1.0700509548187256
59,0.00040646534762345254,1.0823572874069214
60,0.00019602719112299383,1.0962660312652588
61,8.257668378064409e-05,1.1091597080230713
62,0.00010760375880636275,1.119156837463379
63,0.00022707229072693735,1.125126838684082
64,0.00033471142523922026,1.1265642642974854
65,0.000345761189237237,1.1235089302062988
66,0.0002571687218733132,1.1165966987609863
67,0.00012803604477085173,1.107135534286499
68,2.910582406911999e-05,1.0970227718353271
69,8.529075785190798e-06,1.088395118713379
70,6.494800618384033e-05,1.0830683708190918
71,0.00014109077164903283,1.0820003747940063
72,0.00017009416478686035,1.0850328207015991
73,0.00013506365939974785,1.091030240058899
74,7.18463707016781e-05,1.0983376502990723
75,2.551870420575142e-05,1.1053169965744019
76,1.8478127458365634e-05,1.1107280254364014
77,4.3922089389525354e-05,1.1138463020324707
78,7.311601075343788e-05,1.1143901348114014
79,7.817726873327047e-05,1.1124215126037598
80,5.607954153674655e-05,1.1083166599273682
81,2.609689545352012e-05,1.10280179977417
82,7.684257980145048e-06,1.0969383716583252
83,8.082742169790436e-06,1.0919508934020996
84,2.2888576495461166e-05,1.0889112949371338
85,3.871873559546657e-05,1.0883996486663818
86,4.174304922344163e-05,1.090318202972412
87,3.001185177708976e-05,1.0939608812332153
88,1.3628341548610479e-05,1.0982927083969116
89,3.4928089007735252e-06,1.1023021936416626
90,3.927106263290625e-06,1.1052528619766235
91,1.1926380466320552e-05,1.1067668199539185
92,1.9123392121400684e-05,1.106773853302002
93,1.8454386008670554e-05,1.1054315567016602
94,1.1035000170522835e-05,1.103082299232483
95,3.866787665174343e-06,1.1002434492111206
96,1.990366399695631e-06,1.0975582599639893
97,5.196970050747041e-06,1.0956615209579468
98,9.650097126723267e-06,1.0949863195419312
99,1.090999194275355e-05,1.0956076383590698
100,7.70667611504905e-06,1.097217321395874
101,3.0516871447616722e-06,1.0992581844329834
102,5.602927899417409e-07,1.101140022277832
103,1.1218724011996528e-06,1.1024303436279297
104,3.3703242934279842e-06,1.1029342412948608
105,5.203798991715303e-06,1.1026638746261597
106,5.023870471632108e-06,1.1017645597457886
107,3.088523726546555e-06,1.100459098815918
108,1.1807336477431818e-06,1.0990289449691772
109,6.218466523932875e-07,1.0977935791015625
110,1.354046958113031e-06,1.097056269645691
111,2.419101974737714e-06,1.0970063209533691
112,2.6669565613701707e-06,1.097638726234436
113,1.7434825849704794e-06,1.0987435579299927
114,5.439437131826708e-07,1.0999854803085327
115,1.2979776897736883e-07,1.1010326147079468
116,6.112479127295956e-07,1.1016634702682495
117,1.3414537534117699e-06,1.1018043756484985
118,1.6071485333668534e-06,1.1014997959136963
119,1.1603950724747847e-06,1.100864052772522
120,4.454067834558373e-07,1.1000456809997559
121,8.97105536523668e-08,1.0992196798324585
122,2.2799201815359993e-07,1.098571538925171
123,5.555401685342076e-07,1.0982587337493896
124,7.354445301643864e-07,1.0983504056930542
125,6.074782277210033e-07,1.0987932682037354
126,2.9926812317171425e-07,1.0994243621826172
127,1.0632723501657892e-07,1.1000399589538574
128,1.5394056163131609e-07,1.1004725694656372
129,3.220786197744019e-07,1.1006419658660889
130,4.2466334093660407e-07,1.10055410861969
131,3.465915483502613e-07,1.100271463394165
132,1.444601025468728e-07,1.0998823642730713
133,1.0378706782887548e-08,1.0994843244552612
134,4.528320829422228e-08,1.0991768836975098
135,1.6601806862581725e-07,1.099043369293213
136,2.3792122760823986e-07,1.0991228818893433
137,1.9628946290595195e-07,1.0993858575820923
138,8.797152872830338e-08,1.099739670753479
139,2.2493187756822408e-08,1.1000643968582153
140,4.2660154520035576e-08,1.1002639532089233
141,9.420571700502478e-08,1.1002980470657349
142,1.1466749327837533e-07,1.1001819372177124
143,8.587370814439055e-08,1.0999677181243896
144,3.48387665383143e-08,1.0997148752212524
145,1.0186189669525447e-08,1.0994824171066284
146,2.801409770825103e-08,1.0993226766586304
147,5.8949630954430177e-08,1.0992746353149414
148,6.993611378902642e-08,1.099350929260254
149,5.0172868526487946e-08,1.0995250940322876
150,1.6764335697416755e-08,1.0997394323349
151,1.6087204901538144e-09,1.099924921989441
152,1.3756751293669822e-08,1.1000304222106934
153,3.193709119386767e-08,1.1000409126281738
154,3.5524546859733164e-08,1.099971890449524
155,2.223675110712975e-08,1.0998543500900269
156,6.699196752890657e-09,1.0997228622436523
157,4.7731019137131625e-09,1.0996088981628418
158,1.4055083319419737e-08,1.0995393991470337
159,2.0431082603522555e-08,1.0995326042175293
160,1.7141903896344957e-08,1.0995893478393555
161,7.887924091676268e-09,1.099687933921814
162,1.2323193576690983e-09,1.099791407585144
163,2.748975935773501e-09,1.0998631715774536
164,8.581277910479912e-09,1.0998834371566772
165,1.1603841443275087e-08,1.0998538732528687
166,9.278421586600416e-09,1.0997909307479858
167,3.979465645898017e-09,1.0997169017791748
168,8.876881452124508e-10,1.0996521711349487
169,2.503541374210272e-09,1.0996123552322388
170,5.477140518905799e-09,1.0996086597442627
171,5.838664662860538e-09,1.0996428728103638
172,3.3838400970154225e-09,1.0997048616409302
173,7.666952073215327e-10,1.0997729301452637
174,7.622441011712056e-10,1.0998235940933228
175,2.739969140463927e-09,1.0998413562774658
176,3.838440676418031e-09,1.099825382232666
177,2.9488627095730635e-09,1.099786400794983
178,1.145369799004925e-09,1.0997381210327148
179,1.59444957237298e-10,1.099694848060608
180,6.886387571292119e-10,1.0996663570404053
181,1.6826007254167052e-09,1.0996583700180054
182,1.892189516183862e-09,1.0996729135513306
183,1.2481322642088344e-09,1.0997041463851929
184,4.3841663632804284e-10,1.0997413396835327
185,2.7896712717634387e-10,1.099770426750183
186,7.992824735403303e-10,1.0997823476791382
187,1.1434144742139551e-09,1.0997763872146606
188,8.813594853940288e-10,1.099757432937622
189,2.999998582886576e-10,1.099733829498291
190,1.685945827389901e-11,1.099713921546936
191,2.8186164513499534e-10,1.0997014045715332
192,6.544836339550386e-10,1.0996993780136108
193,6.484089376534996e-10,1.099709153175354
194,3.50971030016467e-10,1.0997273921966553
195,8.66467453342068e-11,1.0997471809387207
196,9.542883150359671e-11,1.099760890007019
197,2.7385055334505637e-10,1.0997638702392578
198,3.4894670486451673e-10,1.099755883216858
199,2.4086826977409714e-10,1.0997415781021118
200,8.835360221226551e-11,1.0997258424758911
201,4.2929271248937084e-11,1.099713683128357
202,1.3836870538241897e-10,1.0997076034545898
203,2.2408591648925835e-10,1.099709391593933
204,1.853355802161616e-10,1.0997183322906494
205,7.129785650761278e-11,1.0997313261032104
206,2.578437463540695e-12,1.0997438430786133
207,4.1032122144457617e-11,1.099751591682434
208,1.1517986564513194e-10,1.0997518301010132
209,1.1867468119319824e-10,1.0997461080551147
210,6.151928966247056e-11,1.0997374057769775
211,1.814731698246419e-11,1.0997289419174194
212,2.573768975722146e-11,1.0997226238250732
213,5.926464874406179e-11,1.0997203588485718
214,6.593708912205898e-11,1.0997228622436523
215,3.95062316194128e-11,1.0997283458709717
216,9.612810547565687e-12,1.099735140800476
217,7.332134899229459e-12,1.0997403860092163
218,2.867289738972545e-11,1.0997419357299805
219,4.3995085352577235e-11,1.099739909172058
220,3.2856439791117964e-11,1.0997356176376343
221,1.0915934822719464e-11,1.0997308492660522
222,2.0959345370386018e-12,1.0997273921966553
223,1.2669865157022286e-11,1.099725604057312
224,2.4451773938949373e-11,1.099726915359497
225,1.8946677560194303e-11,1.0997296571731567
226,6.9593775187115625e-12,1.099733829498291
227,2.5492941091442844e-12,1.0997376441955566
228,8.687772723448006e-12,1.099739909172058
229,1.594285814476848e-11,1.0997394323349
230,1.2747636279897279e-11,1.0997363328933716
231,4.843070389171089e-12,1.0997328758239746
232,6.80566714095221e-13,1.0997298955917358
233,3.352484956309354e-12,1.0997283458709717
234,8.565648190739239e-12,1.0997278690338135
235,8.804512674487341e-12,1.0997294187545776
236,3.967992601161541e-12,1.0997321605682373
237,1.005251437646848e-12,1.0997346639633179
238,2.2977730829154552e-12,1.0997363328933716
239,4.828859534455887e-12,1.0997363328933716
240,4.71028771542592e-12,1.0997353792190552
241,1.8130497103641119e-12,1.0997333526611328
242,1.68365321684405e-13,1.0997319221496582
243,1.395605853105053e-12,1.0997306108474731
244,3.1943891976027317e-12,1.0997306108474731
245,3.0864755196091664e-12,1.099731683731079
246,1.3560819134283975e-12,1.0997331142425537
247,1.8768320231288271e-13,1.0997344255447388
248,8.087419622881953e-13,1.099735140800476
249,1.4435674877688598e-12,1.099734902381897
250,1.6471823904851135e-12,1.099733829498291
