epoch,train_mse,val_mse
1,1.060062050819397,0.9104342460632324
2,0.8577791452407837,0.7574222087860107
3,0.6862383484840393,0.6181140542030334
4,0.5378943681716919,0.48568886518478394
5,0.4062897264957428,0.3628031313419342
6,0.28967392444610596,0.25743189454078674
7,0.19062496721744537,0.17579206824302673
8,0.11456529796123505,0.12162754684686661
9,0.07179833948612213,0.10072825103998184
10,0.06882141530513763,0.10095711797475815
11,0.09056811779737473,0.0961785539984703
12,0.10225524008274078,0.07828275859355927
13,0.09313185513019562,0.05644655227661133
14,0.07404418289661407,0.03952158987522125
15,0.05476867035031319,0.031352199614048004
16,0.039709556847810745,0.03152216225862503
17,0.03110235556960106,0.036804523319005966
18,0.02916831336915493,0.04405442625284195
19,0.03161466121673584,0.04948993772268295
20,0.034504808485507965,0.051195718348026276
21,0.03508857637643814,0.048967909067869186
22,0.03288464620709419,0.04365883767604828
23,0.028698008507490158,0.03641863912343979
24,0.02368411049246788,0.02820710279047489
25,0.018695008009672165,0.020476991310715675
26,0.014572501182556152,0.0148377176374197
27,0.012076742947101593,0.012486044317483902
28,0.01167135126888752,0.013129537925124168
29,0.013055995106697083,0.015173129737377167
30,0.01489566545933485,0.01683526299893856
31,0.015851667150855064,0.017018470913171768
32,0.01526715885847807,0.015666430816054344
33,0.013380197808146477,0.013419103808701038
34,0.010840358212590218,0.011000433936715126
35,0.008232269436120987,0.009108354337513447
36,0.0059836008585989475,0.008277115412056446
37,0.00452974671497941,0.008645450696349144
38,0.004072985611855984,0.009902939200401306
39,0.0044141896069049835,0.011505847796797752
40,0.005070826504379511,0.012993727810680866
41,0.0056336428970098495,0.014032155275344849
42,0.005935671739280224,0.014372426085174084
43,0.005947399884462357,0.013826181180775166
44,0.005660374648869038,0.01242002658545971
45,0.005102080292999744,0.010467572137713432
46,0.004403702914714813,0.008470304310321808
47,0.003757541300728917,0.006902592722326517
48,0.003274011891335249,0.005961064249277115
49,0.0029520948883146048,0.005664638243615627
50,0.0027479263953864574,0.005845998413860798
51,0.0026470371522009373,0.0062792180106043816
52,0.0026092897169291973,0.006760141346603632
53,0.0025639254599809647,0.007148159202188253
54,0.002460443414747715,0.0074188620783388615
55,0.0023196369875222445,0.007598800119012594
56,0.0021947859786450863,0.007703534327447414
57,0.0021045368630439043,0.007710734847933054
58,0.0020343675278127193,0.0076121194288134575
59,0.0019707190804183483,0.0074005513451993465
60,0.0019100781064480543,0.0070586069487035275
61,0.0018379504326730967,0.00657715555280447
62,0.0017328780377283692,0.0059965732507407665
63,0.0015980852767825127,0.005412378814071417
64,0.0014670307282358408,0.004938876256346703
65,0.0013705160235986114,0.004621440079063177
66,0.0013161570532247424,0.004455410875380039
67,0.0012974801938980818,0.004403755534440279
68,0.0013041070196777582,0.0044090282171964645
69,0.0013141066301614046,0.004417913034558296
70,0.0012982820626348257,0.004408120643347502
71,0.0012449169298633933,0.004389536567032337
72,0.001168198068626225,0.004382322076708078
73,0.001088718418031931,0.004398553166538477
74,0.001022816519252956,0.00444415770471096
75,0.000977179268375039,0.004508148413151503
76,0.0009554605931043625,0.004562900401651859
77,0.0009504187619313598,0.004578202031552792
78,0.0009470066288486123,0.004545367788523436
79,0.0009344964055344462,0.004482403863221407
80,0.000913055322598666,0.004416101612150669
